,Unnamed: 0,areaWithType,transaction,poss_by(year),Month,Floor_no,Total_floors,furnishing,facing,Property_type,Property_type2,Property_category,Property_location,Area,price_per_sqft(₹),Price(₹)
1016,1016,Super Area,New Property,2024,Instant,7,14,Unfurnished,East,BHK,2,Apartment,Santvan Newon,1251,4556,5699556
1017,1017,Super Area,New Property,2024,August,7,14,Unfurnished,South,BHK,3,Apartment,Sumerru Sky Leaf,1757,3650,6413050
1018,1018,Carpet Area,New Property,2024,Instant,6,13,Unfurnished,North,BHK,2,Apartment,Avadh Onica,770,4500,3465000
1019,1019,Super Area,New Property,2025,April,5,14,Unfurnished,North,BHK,2,Apartment,Pramukh Amaya,1311,4249,5570439
1020,1020,Super Area,New Property,2024,Instant,8,15,Unfurnished,East,BHK,3,Apartment,Adajan Surat,1825,4110,7500750
1021,1021,Carpet Area,Resale,2024,Instant,11,12,Unfurnished,North,BHK,2,Apartment,Milestone Sumeru Residency,722,5133,3706026
1022,1022,Super Area,New Property,2025,April,5,14,Unfurnished,South,BHK,3,Apartment,Pramukh Amaya,1811,4250,7696750
1023,1023,Carpet Area,Resale,2025,February,5,8,Unfurnished,North,BHK,2,Apartment,Sun Sarvam,751,4730,3552230
1024,1024,Super Area,New Property,2025,April,7,14,Unfurnished,South,BHK,2,Apartment,Avadh Onica,1400,4500,6300000
1025,1025,Carpet Area,New Property,2024,Instant,9,13,Unfurnished,North,BHK,3,Apartment,Raghuvir Spectrum,977,4930,4816610
1026,1026,Super Area,New Property,2024,June,6,13,Unfurnished,East,BHK,3,Apartment,Pramukh Amaya,2111,4251,8973861
1027,1027,Super Area,New Property,2024,Instant,8,14,Unfurnished,North,BHK,3,Apartment,Palanpur Surat,1660,3795,6299700
1028,1028,Carpet Area,Resale,2024,Instant,12,14,Unfurnished,North,BHK,2,Apartment,Meera Height,765,4529,3464685
1029,1029,Super Area,New Property,2024,June,6,13,Unfurnished,East,BHK,3,Apartment,The Iconic,2199,4484,9860316
1030,1030,Carpet Area,Resale,2024,Instant,11,13,Unfurnished,North,BHK,2,Apartment,Shikhar Heights,750,4480,3360000
1031,1031,Super Area,New Property,2024,Instant,7,13,Unfurnished,South,BHK,3,Apartment,Raghuvir Spectrum,1775,5070,8999250
1032,1032,Carpet Area,Resale,2024,Instant,11,13,Unfurnished,North,BHK,2,Apartment,Rudra Enclave,804,4179,3359916
1033,1033,Super Area,New Property,2024,August,7,14,Unfurnished,South,BHK,2,Apartment,RAMESWARAM Ivaan,1315,3878,5099570
1034,1034,Carpet Area,New Property,2024,Instant,8,13,Unfurnished,North,BHK,3,Apartment,Eco Parkside,944,4898,4623712
1035,1035,Super Area,New Property,2025,August,8,13,Unfurnished,South,BHK,2,Apartment,The Address,1321,5000,6605000
1036,1036,Super Area,Resale,2024,Instant,10,14,Unfurnished,East,BHK,3,Apartment,Jahangirabad Surat,1738,3596,6249848
1037,1037,Carpet Area,New Property,2024,Instant,9,14,Unfurnished,North,BHK,3,Apartment,Peak Living,1023,4595,4700685
1038,1038,Super Area,New Property,2024,June,7,13,Unfurnished,East,BHK,3,Apartment,The Majestic,1806,4800,8668800
1039,1039,Super Area,Resale,2024,Instant,9,13,Furnished,East,BHK,3,Apartment,Jahangirabad Surat,1609,4102,6600118
1040,1040,Carpet Area,Resale,2024,Instant,8,12,Unfurnished,North,BHK,3,Apartment,Nandanvan Apartment,1290,3953,5099370
1041,1041,Carpet Area,New Property,2025,February,7,13,Unfurnished,North,BHK,3,Apartment,Aagam Heights,1045,4500,4702500
1042,1042,Carpet Area,Resale,2024,Instant,8,13,Unfurnished,North,BHK,3,Apartment,Flamingo,1050,4909,5154450
1043,1043,Carpet Area,Resale,2024,Instant,7,13,Unfurnished,North,BHK,3,Apartment,Nandini 1,1062,5082,5397084
1044,1044,Carpet Area,Resale,2024,Instant,2,12,Unfurnished,North,BHK,2,Apartment,Shiv Residency,943,4110,3875730
1045,1045,Carpet Area,Resale,2024,Instant,2,10,Unfurnished,North,BHK,2,Apartment,Phoenix Towers,855,4182,3575610
1046,1046,Carpet Area,Resale,2024,Instant,7,14,Unfurnished,North,BHK,2,Apartment,Green Leaf,721,5038,3632398
1047,1047,Carpet Area,New Property,2024,Instant,3,13,Unfurnished,East,BHK,2,Apartment,Vesu Surat,720,4851,3492720
1048,1048,Carpet Area,New Property,2024,Instant,8,14,Unfurnished,North,BHK,3,Apartment,Martand Hills,1091,4768,5201888
1049,1049,Super Area,New Property,2025,July,5,12,Unfurnished,East,BHK,3,Apartment,Pal Surat,2061,4728,9744408
1050,1050,Carpet Area,New Property,2024,Instant,7,13,Unfurnished,North,BHK,2,Apartment,Mahaveer Heights,688,4848,3335424
1051,1051,Carpet Area,Resale,2024,Instant,2,10,Unfurnished,North,BHK,3,Apartment,Samarth Enclave,1110,4892,5430120
1052,1052,Carpet Area,New Property,2024,Instant,6,13,Unfurnished,East,BHK,3,Apartment,Marvella Palladium Sky,1100,4750,5225000
1053,1053,Carpet Area,Resale,2024,Instant,2,10,Unfurnished,North,BHK,2,Apartment,Samarth Enclave,810,4482,3630420
1054,1054,Carpet Area,Resale,2024,Instant,8,13,Unfurnished,North,BHK,3,Apartment,Pioneer Belina,902,4512,4069824
1055,1055,Carpet Area,Resale,2024,Instant,7,13,Unfurnished,North,BHK,2,Apartment,Keshav Height,666,4628,3082248
1056,1056,Carpet Area,Resale,2024,Instant,7,13,Unfurnished,North,BHK,3,Apartment,Avadh Carolina,1068,4516,4823088
1057,1057,Carpet Area,Resale,2024,Instant,10,11,Furnished,North,BHK,3,Apartment,Aakash Earrth,1044,4483,4680252
1058,1058,Carpet Area,Resale,2024,Instant,5,12,Unfurnished,North,BHK,2,Apartment,Shreeji Residency,790,5357,4232030
1059,1059,Carpet Area,Resale,2024,Instant,4,10,Unfurnished,North,BHK,2,Apartment,Manibhadra Apt,725,4800,3480000
1060,1060,Carpet Area,Resale,2024,Instant,12,14,Unfurnished,North,BHK,2,Apartment,Green Leaf,721,6260,4513460
1061,1061,Carpet Area,Resale,2024,Instant,12,12,Unfurnished,North,BHK,2,Apartment,Jolly Residency,800,4800,3840000
1062,1062,Carpet Area,Resale,2024,Instant,3,10,Unfurnished,North,BHK,3,Apartment,SHIVNANDAN,1184,4813,5698592
1063,1063,Carpet Area,New Property,2025,September,9,13,Unfurnished,East,BHK,2,Apartment,Shilalekh Imperia,706,4551,3213006
1064,1064,Carpet Area,Resale,2024,Instant,10,15,Semi-Furnished,East,BHK,2,Apartment,Shiv Digja,700,4476,3133200
1065,1065,Carpet Area,Resale,2024,Instant,9,12,Furnished,North,BHK,3,Apartment,Sai Rudra,936,4615,4319640
1066,1066,Carpet Area,New Property,2025,November,7,13,Unfurnished,East,BHK,2,Apartment,Prestige Morar,706,4584,3236304
1067,1067,Super Area,New Property,2024,Instant,9,13,Unfurnished,East,BHK,3,Apartment,Nakshatra Nebula,1738,3526,6128188
1068,1068,Carpet Area,New Property,2027,April,5,13,Unfurnished,East,BHK,3,Apartment,Vesu Surat,1265,5500,6957500
1069,1069,Super Area,New Property,2026,June,8,20,Unfurnished,East,BHK,3,Apartment,Pal Surat,2270,5850,13279500
1070,1070,Super Area,New Property,2024,July,8,13,Unfurnished,East,BHK,3,Apartment,Vesu Surat,2578,5818,14998804
1071,1071,Super Area,New Property,2024,December,6,12,Unfurnished,South,BHK,3,Apartment,Dumas Road Surat,3000,4500,13500000
1072,1072,Super Area,New Property,2025,May,4,13,Unfurnished,East,BHK,3,Apartment,Pal Surat,2200,5000,11000000
1073,1073,Carpet Area,New Property,2025,December,3,13,Unfurnished,South,BHK,4,Apartment,Pal Surat,1600,3751,6001600
1074,1074,Carpet Area,New Property,2025,December,6,13,Unfurnished,East,BHK,4,Apartment,Pal Surat,1503,4751,7140753
1075,1075,Super Area,New Property,2026,June,5,13,Unfurnished,East,BHK,3,Apartment,Sangini Epitome,2362,4751,11221862
1076,1076,Carpet Area,New Property,2025,March,9,12,Unfurnished,East,BHK,3,Apartment,Dumas Road Surat,1190,4667,5553730
1077,1077,Carpet Area,New Property,2024,Instant,5,13,Unfurnished,South,BHK,3,Apartment,Vesu Surat,1220,5090,6209800
1078,1078,Super Area,Resale,2024,Instant,0,2,Semi-Furnished,North,BHK,4,House,Adajan Surat,2500,4600,11500000
1079,1079,Super Area,New Property,2025,April,6,13,Unfurnished,East,BHK,3,Apartment,Palanpur Surat,2302,4561,10499422
1080,1080,Super Area,New Property,2027,May,4,12,Unfurnished,East,BHK,3,Apartment,Dumas Road Surat,2600,5000,13000000
1081,1081,Super Area,New Property,2025,August,5,13,Unfurnished,South,BHK,3,Apartment,Vesu Surat,2300,5500,12650000
1082,1082,Super Area,New Property,2024,Instant,9,12,Unfurnished,South,BHK,3,Apartment,Vesu Surat,1895,6332,11999140
1083,1083,Carpet Area,New Property,2025,May,4,6,Unfurnished,East,BHK,3,Apartment,Ghod Dod Road Surat,1382,5900,8153800
1084,1084,Super Area,Resale,2024,Instant,7,13,Unfurnished,East,BHK,4,Apartment,Godadara Surat,3150,4222,13299300
1085,1085,Super Area,New Property,2025,March,8,13,Unfurnished,East,BHK,3,Apartment,Pal Surat,2061,4998,10300878
1086,1086,Super Area,New Property,2026,September,18,21,Unfurnished,East,BHK,3,Apartment,Pal Surat,2302,5126,11800052
1087,1087,Carpet Area,New Property,2024,Instant,4,13,Unfurnished,East,BHK,3,Apartment,Vesu Surat,1260,5400,6804000
1088,1088,Super Area,New Property,2026,January,10,13,Unfurnished,East,BHK,3,Apartment,Pal Surat,2492,4936,12300512
1089,1089,Super Area,Resale,2024,Instant,3,13,Unfurnished,North,BHK,3,Apartment,Piplod Surat,2160,5454,11780640
1090,1090,Super Area,New Property,2025,February,5,13,Unfurnished,East,BHK,3,Apartment,Pal Surat,2490,4300,10707000
1091,1091,Carpet Area,Resale,2024,Instant,1,2,Semi-Furnished,North,BHK,4,House,Adajan Surat,2200,11574,25462800
1092,1092,Carpet Area,Resale,2025,February,10,13,Unfurnished,North,BHK,3,Apartment,Nova Shikharji Surat,1320,5130,6771600
1093,1093,Super Area,Resale,2024,Instant,8,13,Unfurnished,East,BHK,3,Apartment,Pal Surat,2000,5000,10000000
1094,1094,Carpet Area,New Property,2026,January,5,14,Unfurnished,North,BHK,3,Apartment,Althan Surat,1265,4565,5774725
1095,1095,Carpet Area,Resale,2024,Instant,3,12,Furnished,East,BHK,3,Apartment,Parley Point Surat,1600,5833,9332800
1096,1096,Carpet Area,Resale,2024,Instant,0,1,Unfurnished,East,BHK,3,House,Jahangir Pura Surat,1540,6818,10499720
1097,1097,Super Area,Resale,2024,Instant,2,2,Semi-Furnished,East,BHK,2,House,Adajan Surat,1150,9652,11099800
1098,1098,Super Area,Resale,2026,March,7,12,Unfurnished,East,BHK,3,Apartment,Vesu Canal Road Surat,2500,5140,12850000
1099,1099,Super Area,New Property,2025,May,6,13,Unfurnished,South,BHK,4,Apartment,Shivam Shubham Sky,2601,4700,12224700
1100,1100,Super Area,Resale,2024,November,6,13,Unfurnished,East,BHK,3,Apartment,Simandhar Surat,2250,5822,13099500
1101,1101,Carpet Area,Resale,2024,Instant,2,2,Semi-Furnished,West,BHK,4,House,Palan Pur Patiya Surat,1600,10833,17332800
1102,1102,Carpet Area,Resale,2024,Instant,10,11,Semi-Furnished,North,BHK,3,Apartment,Ravi Dham Sankul,3400,3256,11070400
1103,1103,Super Area,New Property,2024,Instant,0,1,Semi-Furnished,East,BHK,4,House,Pankaj nagar Surat,900,12222,10999800
1104,1104,Super Area,Resale,2024,Instant,8,8,Furnished,East,BHK,3,Apartment,Nandini 3,2400,4167,10000800
1105,1105,Carpet Area,Resale,2024,Instant,3,9,Furnished,East,BHK,3,Apartment,Ghod Dod Road Surat,1600,5000,8000000
1106,1106,Super Area,Resale,2024,Instant,5,13,Semi-Furnished,South,BHK,3,Apartment,Abhishek Sanctum Homes,1990,5578,11100220
1107,1107,Super Area,New Property,2024,Instant,7,12,Unfurnished,East,BHK,3,Apartment,Superia Sky Superia,2400,5700,13680000
1108,1108,Carpet Area,Resale,2024,Instant,5,12,Unfurnished,South,BHK,3,Apartment,Pramukh Vivanta,1430,4577,6545110
1109,1109,Carpet Area,New Property,2024,Instant,3,12,Furnished,East,BHK,3,Apartment,Swapnabhoomi,1080,7645,8256600
1110,1110,Carpet Area,Resale,2024,Instant,0,2,Furnished,East,BHK,4,House,Green Willows,3100,3857,11956700
1111,1111,Carpet Area,Resale,2024,Instant,13,13,Unfurnished,East,BHK,3,Apartment,Surat,1800,6905,12429000
1112,1112,Carpet Area,Resale,2026,April,5,11,Unfurnished,East,BHK,3,Apartment,The Prestige,1343,5897,7919671
1113,1113,Carpet Area,Resale,2024,Instant,8,11,Furnished,West,BHK,3,Apartment,Gokul Paradise,1200,6027,7232400
1114,1114,Carpet Area,Resale,2024,Instant,1,1,Semi-Furnished,North,BHK,4,House,Adajan Surat,765,11111,8499915
1115,1115,Carpet Area,Resale,2024,Instant,1,2,Unfurnished,East,BHK,3,House,Deladva Gam Surat,1800,10476,18856800
1116,1116,Carpet Area,Resale,2024,Instant,9,12,Unfurnished,North,BHK,3,Apartment,Marion Residency,2522,7620,19217640
1117,1117,Super Area,Resale,2024,Instant,10,13,Unfurnished,East,BHK,3,Apartment,Western Veerbhadra Heights,2160,5602,12100320
1118,1118,Carpet Area,Resale,2024,Instant,10,12,Unfurnished,North,BHK,3,Apartment,Swapnabhoomi,1184,5623,6657632
1119,1119,Carpet Area,New Property,2024,Instant,1,2,Semi-Furnished,West,BHK,4,House,Palan Pur Patiya Surat,1450,6173,8950850
1120,1120,Carpet Area,Resale,2024,Instant,5,13,Unfurnished,South,BHK,4,Apartment,Aston Homes,2000,4445,8890000
1121,1121,Super Area,Resale,2024,Instant,0,3,Unfurnished,East,BHK,2,House,Adajan Surat,2889,3531,10201059
1122,1122,Carpet Area,Resale,2024,Instant,2,3,Furnished,East,BHK,2,Apartment,Citylight Area Surat,1050,7714,8099700
1123,1123,Super Area,Resale,2024,Instant,12,12,Semi-Furnished,South,BHK,4,Apartment,Vesu Surat,2200,5045,11099000
1124,1124,Carpet Area,Resale,2025,December,8,12,Unfurnished,East,BHK,4,Apartment,shaligram skydeck Surat,1572,4899,7701228
1125,1125,Super Area,New Property,2024,August,7,13,Unfurnished,East,BHK,3,Apartment,Pal Surat,2325,5400,12555000
1126,1126,Super Area,New Property,2024,August,6,12,Unfurnished,East,BHK,3,Apartment,Vesu Surat,2565,5575,14299875
1127,1127,Super Area,New Property,2026,January,3,14,Unfurnished,East,BHK,4,Apartment,Pratishtha Heights,2875,3826,10999750
1128,1128,Carpet Area,New Property,2024,June,6,12,Unfurnished,East,BHK,3,Apartment,Glorina World,1400,5492,7688800
1129,1129,Super Area,New Property,2024,December,6,12,Unfurnished,South,BHK,3,Apartment,Dumas Road Surat,2700,4500,12150000
1130,1130,Super Area,Resale,2025,May,5,12,Unfurnished,East,BHK,3,Apartment,Pal Road Surat,2500,5000,12500000
1131,1131,Carpet Area,New Property,2025,February,4,14,Unfurnished,East,BHK,4,Apartment,Pal Surat,1450,4500,6525000
1132,1132,Super Area,New Property,2024,December,7,13,Unfurnished,East,BHK,3,Apartment,Sangini Epitome,2200,4800,10560000
1133,1133,Super Area,New Property,2024,December,5,13,Unfurnished,East,BHK,3,Apartment,Shaligram Felicity,2205,4851,10696455
1134,1134,Carpet Area,Resale,2026,March,9,12,Unfurnished,East,BHK,3,Apartment,Pramukh Satva Surat,1375,5151,7082625
1135,1135,Super Area,New Property,2024,Instant,5,13,Unfurnished,South,BHK,3,Apartment,Vesu Surat,2152,5100,10975200
1136,1136,Super Area,Resale,2024,Instant,9,14,Furnished,North,BHK,3,Apartment,Shreepad Celebrations,1812,5574,10100088
1137,1137,Super Area,Resale,2024,Instant,6,13,Furnished,East,BHK,3,Apartment,Shreepad Celebrations,1810,6077,10999370
1138,1138,Super Area,New Property,2027,May,5,13,Unfurnished,South,BHK,3,Apartment,Vesu Surat,2300,5500,12650000
1139,1139,Super Area,New Property,2025,March,4,13,Unfurnished,South,BHK,3,Apartment,Vesu Surat,2358,5454,12860532
1140,1140,Super Area,New Property,2025,October,9,13,Unfurnished,South,BHK,3,Apartment,Vesu Surat,2025,5185,10499625
1141,1141,Super Area,New Property,2025,September,1,10,Unfurnished,East,BHK,3,Apartment,Althan Surat,2550,5020,12801000
1142,1142,Carpet Area,New Property,2024,September,4,13,Unfurnished,East,BHK,3,Apartment,Pramukh Revanta,1320,5377,7097640
1143,1143,Super Area,Resale,2024,Instant,8,14,Unfurnished,East,BHK,4,Apartment,Godadara Surat,2700,3704,10000800
1144,1144,Super Area,Resale,2024,Instant,6,13,Unfurnished,East,BHK,3,Apartment,Pal Road Surat,1812,5519,10000428
1145,1145,Carpet Area,New Property,2025,August,0,3,Unfurnished,East,BHK,4,House,Jahangirabad Surat,2800,3500,9800000
1146,1146,Carpet Area,New Property,2024,Instant,7,12,Unfurnished,East,BHK,3,Apartment,vip Surat,1250,5600,7000000
1147,1147,Super Area,New Property,2025,February,4,13,Unfurnished,East,BHK,4,Apartment,Pal Surat,2781,4279,11899899
1148,1148,Super Area,New Property,2024,Instant,3,3,Unfurnished,East,BHK,4,House,Jahangirabad Surat,1296,8102,10500192
1149,1149,Carpet Area,Resale,2024,Instant,1,2,Furnished,East,BHK,3,House,Adajan Surat,2000,16173,32346000
1150,1150,Carpet Area,Resale,2024,Instant,6,11,Unfurnished,North,BHK,3,Apartment,Shripal Residency Surat,1462,6292,9198904
1151,1151,Super Area,New Property,2026,December,5,12,Unfurnished,East,BHK,3,Apartment,Atmosphere Green,2450,5800,14210000
1152,1152,Carpet Area,New Property,2024,Instant,8,14,Unfurnished,East,BHK,3,Apartment,Vesu Point,1200,5550,6660000
1153,1153,Super Area,New Property,2025,March,5,13,Unfurnished,South,BHK,4,Apartment,Pratishtha Heights,2875,3751,10784125
1154,1154,Super Area,Resale,2024,Instant,9,13,Unfurnished,East,BHK,3,Apartment,Swapnabhoomi,2152,4698,10110096
1155,1155,Carpet Area,New Property,2025,February,5,13,Unfurnished,East,BHK,3,Apartment,Sumeru Golden Leaf,1130,5891,6656830
1156,1156,Carpet Area,Resale,2024,Instant,4,4,Unfurnished,North,BHK,3,Apartment,Ghod Dod Road Surat,1000,7143,7143000
1157,1157,Carpet Area,Resale,2025,June,5,13,Unfurnished,East,BHK,3,Apartment,Pioneer Viona,2250,9583,21561750
1158,1158,Super Area,New Property,2024,July,13,13,Unfurnished,East,BHK,3,Penthouse,Sattvam,2050,4976,10200800
1159,1159,Carpet Area,New Property,2026,April,9,10,Unfurnished,East,BHK,3,Apartment,Althan Surat,1237,5151,6371787
1160,1160,Super Area,New Property,2025,June,7,13,Unfurnished,East,BHK,3,Apartment,Piramyd Serenity,2400,4351,10442400
1161,1161,Super Area,New Property,2024,December,6,12,Unfurnished,South,BHK,3,Apartment,Dumas Road Surat,2600,4500,11700000
1162,1162,Super Area,New Property,2026,May,5,20,Unfurnished,South,BHK,3,Apartment,Pal Surat,2270,5947,13499690
1163,1163,Super Area,New Property,2024,December,7,13,Unfurnished,East,BHK,3,Apartment,Sangini Aura,2360,5500,12980000
1164,1164,Super Area,New Property,2024,December,7,13,Unfurnished,East,BHK,4,Apartment,Shaligram Felicity,2870,4851,13922370
1165,1165,Super Area,New Property,2024,July,9,13,Unfurnished,South,BHK,3,Apartment,Vesu Surat,2432,6111,14861952
1166,1166,Super Area,New Property,2024,Instant,7,13,Unfurnished,South,BHK,3,Apartment,VIP Road Surat,2400,5208,12499200
1167,1167,Super Area,New Property,2024,Instant,9,12,Unfurnished,East,BHK,3,Apartment,Shukan Lifestyle,2034,5454,11093436
1168,1168,Super Area,New Property,2024,Instant,8,13,Unfurnished,East,BHK,3,Apartment,Rajhans Synfonia,2260,5752,12999520
1169,1169,Super Area,New Property,2025,March,5,13,Unfurnished,South,BHK,3,Apartment,Vesu Surat,2358,5454,12860532
1170,1170,Carpet Area,New Property,2025,September,9,10,Unfurnished,North,BHK,3,Apartment,Vesu Surat,1898,5151,9776598
1171,1171,Super Area,New Property,2025,September,1,10,Unfurnished,East,BHK,4,Apartment,Althan Surat,2920,5034,14699280
1172,1172,Super Area,New Property,2024,Instant,4,13,Unfurnished,East,BHK,3,Apartment,Glorina World,2560,5550,14208000
1173,1173,Super Area,Resale,2024,Instant,15,18,Unfurnished,North,BHK,3,Apartment,Sky Superia,2400,5625,13500000
1174,1174,Super Area,Resale,2024,Instant,5,13,Semi-Furnished,East,BHK,4,Apartment,Pal Surat,2565,5341,13699665
1175,1175,Carpet Area,Resale,2024,Instant,0,2,Unfurnished,East,BHK,4,House,Pal Surat,2000,5640,11280000
1176,1176,Super Area,Resale,2024,Instant,1,12,Furnished,East,BHK,3,Apartment,Vesu Surat,2041,5145,10500945
1177,1177,Carpet Area,New Property,2024,Instant,1,2,Unfurnished,East,BHK,5,House,Jahangirabad Surat,2500,4833,12082500
1178,1178,Carpet Area,Resale,2024,Instant,6,12,Unfurnished,North,BHK,3,Apartment,Murti Apparment Surat,1300,6500,8450000
1179,1179,Super Area,New Property,2024,Instant,5,13,Unfurnished,East,BHK,3,Apartment,Swapnabhoomi,1962,5200,10202400
1180,1180,Carpet Area,New Property,2024,Instant,3,14,Furnished,East,BHK,3,Apartment,Vesu Point,1100,6900,7590000
1181,1181,Super Area,New Property,2024,September,9,12,Unfurnished,East,BHK,3,Apartment,Vesu Surat,2160,5200,11232000
1182,1182,Super Area,New Property,2025,April,7,13,Unfurnished,East,BHK,4,Apartment,Veer Swastik Sky,2911,4575,13317825
1183,1183,Super Area,New Property,2024,Instant,5,13,Furnished,East,BHK,3,Apartment,Shukan Lifestyle,2034,5064,10300176
1184,1184,Carpet Area,Resale,2024,Instant,1,12,Unfurnished,East,BHK,3,Apartment,Times Luxuria,1179,4666,5501214
1185,1185,Carpet Area,Resale,2024,Instant,10,13,Unfurnished,East,BHK,3,Apartment,Swapnabhoomi,2151,10000,21510000
1186,1186,Carpet Area,New Property,2027,January,5,13,Unfurnished,East,BHK,3,Apartment,Dumas Road Surat,1485,5000,7425000
1187,1187,Super Area,New Property,2024,December,6,12,Unfurnished,South,BHK,3,Apartment,Dumas Road Surat,2500,4500,11250000
1188,1188,Super Area,New Property,2024,Instant,7,14,Unfurnished,South,BHK,3,Apartment,Pal Surat,2200,5227,11499400
1189,1189,Super Area,New Property,2024,December,6,13,Unfurnished,East,BHK,4,Apartment,Shaligram Felicity,2700,4751,12827700
1190,1190,Super Area,New Property,2025,September,5,13,Unfurnished,East,BHK,3,Apartment,Aston Aroma,2492,4950,12335400
1191,1191,Super Area,New Property,2024,Instant,13,14,Unfurnished,North,BHK,3,Apartment,Althan Surat,2113,4851,10250163
1192,1192,Carpet Area,New Property,2027,March,10,21,Unfurnished,South,BHK,2,Apartment,Rander Road Surat,880,7188,6325440
1193,1193,Super Area,New Property,2025,December,9,14,Unfurnished,East,BHK,3,Apartment,Acacia,2305,4469,10301045
1194,1194,Super Area,New Property,2025,December,5,13,Unfurnished,South,BHK,3,Apartment,Vesu Surat,2198,4851,10662498
1195,1195,Carpet Area,New Property,2024,Instant,5,13,Unfurnished,East,BHK,4,Apartment,Surat Surat,1569,4350,6825150
1196,1196,Super Area,New Property,2025,December,1,7,Unfurnished,East,BHK,3,Apartment,Citylight Area Surat,2200,5364,11800800
1197,1197,Super Area,New Property,2025,October,7,13,Unfurnished,East,BHK,4,Apartment,Raghuvir Sheron,2751,5090,14002590
1198,1198,Super Area,Resale,2024,Instant,10,13,Unfurnished,East,BHK,3,Apartment,Swapnabhoomi,1962,5200,10202400
1199,1199,Super Area,Resale,2024,Instant,5,10,Unfurnished,East,BHK,3,Apartment,Adajan Surat,2695,5009,13499255
1200,1200,Super Area,New Property,2025,April,5,14,Unfurnished,East,BHK,3,Apartment,Avadh Habitat,2300,4522,10400600
1201,1201,Carpet Area,Resale,2024,Instant,8,13,Furnished,East,BHK,3,Apartment,King Stone,1200,6502,7802400
1202,1202,Super Area,Resale,2024,Instant,11,12,Furnished,North,BHK,4,Apartment,Swastik Wood,2200,5045,11099000
1203,1203,Super Area,New Property,2024,Instant,2,3,Furnished,South,BHK,6,House,Palanpur Surat,1728,8391,14499648
1204,1204,Carpet Area,Resale,2024,Instant,8,13,Unfurnished,North,BHK,3,Apartment,Surya complax Surat,1395,4889,6820155
1205,1205,Super Area,New Property,2024,Instant,5,19,Unfurnished,North,BHK,3,Apartment,Superia Sky Superia,2410,5602,13500820
1206,1206,Super Area,Resale,2024,Instant,1,1,Semi-Furnished,East,BHK,4,House,Kawasji Nagar Surat,1080,12963,14000040
1207,1207,Super Area,New Property,2024,December,8,13,Unfurnished,East,BHK,4,Apartment,Althan Surat,2800,5000,14000000
1208,1208,Super Area,New Property,2025,April,12,13,Unfurnished,South,BHK,4,Penthouse,Pratishtha Heights,3339,4100,13689900
1209,1209,Super Area,New Property,2025,February,5,13,Unfurnished,East,BHK,3,Apartment,Shaligram Felicity,2205,4626,10200330
1210,1210,Super Area,New Property,2024,Instant,5,13,Unfurnished,East,BHK,3,Apartment,Milestone Regalia,2204,5672,12501088
1211,1211,Carpet Area,New Property,2024,Instant,5,14,Unfurnished,North,BHK,4,Apartment,Veer Swastik Icon,1595,4600,7337000
1212,1212,Carpet Area,New Property,2026,December,5,13,Unfurnished,East,BHK,3,Apartment,Grand Callista Surat,1402,5301,7432002
1213,1213,Super Area,New Property,2024,December,6,12,Unfurnished,South,BHK,3,Apartment,Dumas Road Surat,2400,4500,10800000
1214,1214,Super Area,New Property,2024,Instant,5,13,Unfurnished,East,BHK,3,Apartment,Neelkhant Residency,2215,5147,11400605
1215,1215,Super Area,New Property,2025,June,5,13,Unfurnished,East,BHK,3,Apartment,Sangini Aura,2440,5501,13422440
1216,1216,Super Area,New Property,2024,Instant,9,14,Unfurnished,South,BHK,4,Apartment,Althan Surat,2720,4669,12699680
1217,1217,Super Area,New Property,2024,Instant,4,5,Unfurnished,South,BHK,3,Apartment,Shaligram Flats,2300,4783,11000900
1218,1218,Super Area,Resale,2024,Instant,5,13,Unfurnished,North,BHK,3,Apartment,VIP Road Surat,2412,5597,13499964
1219,1219,Super Area,New Property,2025,October,7,13,Unfurnished,East,BHK,3,Apartment,Raghuvir Sheron,2025,5186,10501650
1220,1220,Super Area,New Property,2024,Instant,10,13,Unfurnished,West,BHK,4,Apartment,Pioneer Luxury,2370,4500,10665000
1221,1221,Super Area,New Property,2025,May,7,14,Unfurnished,East,BHK,3,Apartment,Om Solitaire,2300,4783,11000900
1222,1222,Super Area,New Property,2024,Instant,5,13,Unfurnished,East,BHK,4,Apartment,Palanpur Surat,2910,4124,12000840
1223,1223,Carpet Area,Resale,2024,Instant,8,13,Unfurnished,North,BHK,3,Apartment,Swapnabhoomi,1100,5100,5610000
1224,1224,Super Area,New Property,2024,Instant,5,12,Unfurnished,East,BHK,3,Apartment,Glorina World,2600,5500,14300000
1225,1225,Super Area,Resale,2024,Instant,0,1,Unfurnished,West,BHK,2,House,Adajan Surat,900,11111,9999900
1226,1226,Carpet Area,New Property,2024,Instant,9,12,Unfurnished,East,BHK,3,Apartment,Vesu Point,1300,6003,7803900
1227,1227,Super Area,New Property,2024,November,5,13,Unfurnished,East,BHK,3,Apartment,Vesu Surat,2500,5151,12877500
1228,1228,Super Area,New Property,2025,April,6,13,Unfurnished,East,BHK,4,Apartment,Suryam Primrose,2810,4600,12926000
1229,1229,Super Area,New Property,2025,February,5,13,Unfurnished,East,BHK,4,Apartment,Shaligram Felicity,2870,4739,13600930
1230,1230,Super Area,New Property,2025,April,5,13,Unfurnished,East,BHK,3,Apartment,Grand Vissta Surat,2300,5300,12190000
