,Unnamed: 0,areaWithType,transaction,poss_by(year),Month,Floor_no,Total_floors,furnishing,facing,Property_type,Property_type2,Property_category,Property_location,Area,price_per_sqft(₹),Price(₹)
95,95,Super Area,Resale,2024,Instant,3,6,Semi-Furnished,North,BHK,2,Apartment,Bhumi complex Surat,950,3158,3000100
96,96,Super Area,Resale,2024,Instant,2,3,Unfurnished,East,BHK,3,Apartment,Adajan Surat,1141,3418,3899938
97,97,Super Area,Resale,2024,Instant,3,5,Unfurnished,North,BHK,2,Apartment,Rajhans Gold Residency,1175,3234,3799950
98,98,Carpet Area,Resale,2024,Instant,8,12,Semi-Furnished,South,BHK,2,Apartment,Ambica Arihant Heights,600,3611,2166600
99,99,Carpet Area,Resale,2024,Instant,4,5,Unfurnished,East,BHK,2,Apartment,Jay Mahakali Krupa Apartment Surat,700,3684,2578800
100,100,Super Area,Resale,2024,Instant,3,3,Furnished,North,BHK,3,Penthouse,Lajpur Surat,1600,2812,4499200
101,101,Carpet Area,New Property,2024,Instant,5,5,Unfurnished,North,BHK,2,Builder Floor,Near Arya Club Tena Village Surat,500,2373,1186500
102,102,Carpet Area,Resale,2024,Instant,6,11,Furnished,South,BHK,1,Apartment,Kailash Nagar Surat,786,3562,2799732
103,103,Carpet Area,Resale,2024,Instant,4,15,Unfurnished,North,BHK,2,Apartment,Swagat Clifton,713,3498,2494074
104,104,Super Area,Resale,2024,Instant,1,2,Unfurnished,North,BHK,2,House,Kawas Surat,1350,2815,3800250
105,105,Super Area,Resale,2024,Instant,5,5,Unfurnished,East,BHK,2,Apartment,Jahangir Pura Surat,1180,2415,2849700
106,106,Super Area,Resale,2024,Instant,0,1,Semi-Furnished,East,BHK,5,House,Sarsana Surat,1235,4049,5000515
107,107,Carpet Area,Resale,2024,Instant,8,8,Unfurnished,East,BHK,1,Apartment,Suman Vihar Surat,385,3556,1369060
108,108,Carpet Area,Resale,2024,Instant,3,4,Semi-Furnished,North,BHK,1,Apartment,Subhash Nagar Surat,575,3833,2203975
109,109,Carpet Area,Resale,2024,Instant,10,13,Unfurnished,West,BHK,2,Apartment,JT Stuti Highland,1276,2978,3799928
110,110,Carpet Area,Resale,2024,Instant,0,4,Semi-Furnished,South,BHK,2,Apartment,Aksharkunj apartment,675,2817,1901475
111,111,Carpet Area,Resale,2024,Instant,4,8,Unfurnished,North,BHK,2,Apartment,Radhakishan Flats Surat,650,2624,1705600
112,112,Carpet Area,Resale,2024,Instant,1,2,Unfurnished,North,BHK,2,House,Udhana Surat,1080,3796,4099680
113,113,Super Area,Resale,2024,Instant,13,13,Furnished,East,BHK,2,Apartment,JT Stuti Icon,1256,3165,3975240
114,114,Carpet Area,Resale,2024,Instant,1,1,Unfurnished,East,BHK,1,Apartment,Bhagal Surat,90,16667,1500030
115,115,Super Area,Resale,2024,Instant,2,7,Furnished,East,BHK,2,Apartment,Kailash Nagar Surat,1175,3404,3999700
116,116,Super Area,Resale,2024,Instant,3,5,Semi-Furnished,North,BHK,2,Apartment,Devadh Surat,1065,2347,2499555
117,117,Carpet Area,Resale,2024,Instant,2,5,Unfurnished,West,BHK,3,Apartment,AG Sentosa Enclave,1100,2977,3274700
118,118,Super Area,Resale,2024,Instant,5,5,Semi-Furnished,East,BHK,2,Apartment,Palanpur Gam Surat,1218,2956,3600408
119,119,Carpet Area,Resale,2024,Instant,8,8,Semi-Furnished,North,BHK,1,Apartment,Pal Road Surat,480,2853,1369440
120,120,Carpet Area,Resale,2024,Instant,5,5,Semi-Furnished,East,BHK,2,Apartment,Bhakti Shiv Dhara Residency,1024,2344,2400256
121,121,Carpet Area,Resale,2024,Instant,14,14,Unfurnished,South,BHK,2,Apartment,Green Paradise,1011,3250,3285750
122,122,Super Area,Resale,2024,Instant,5,5,Unfurnished,West,BHK,1,Apartment,Omkar Residency,730,3151,2300230
123,123,Carpet Area,Resale,2024,Instant,0,2,Unfurnished,East,BHK,4,House,Pal Surat,1450,2429,3522050
124,124,Super Area,Resale,2024,Instant,2,10,Semi-Furnished,East,BHK,1,Apartment,Nil Gagan Apartment,675,3259,2199825
125,125,Super Area,Resale,2024,Instant,3,5,Unfurnished,East,BHK,2,Apartment,Jahangir Pura Surat,1175,3234,3799950
126,126,Carpet Area,Resale,2024,Instant,3,4,Unfurnished,East,BHK,2,Apartment,Neelkanth Residency,775,3759,2913225
127,127,Carpet Area,Resale,2024,Instant,1,1,Unfurnished,West,BHK,2,House,Dindoli Surat,592,7601,4499792
128,128,Carpet Area,Resale,2024,Instant,11,12,Unfurnished,East,BHK,2,Apartment,Stuti Empress,1100,3205,3525500
129,129,Super Area,Resale,2024,Instant,1,4,Unfurnished,East,BHK,1,Builder Floor,Umra Surat,460,3087,1420020
130,130,Carpet Area,Resale,2024,Instant,5,5,Semi-Furnished,East,BHK,2,Apartment,Amroli Surat,900,2637,2373300
131,131,Super Area,Resale,2024,Instant,3,4,Unfurnished,South,BHK,1,Apartment,Adajan Surat,550,2545,1399750
132,132,Super Area,Resale,2024,Instant,8,13,Unfurnished,North,BHK,2,Apartment,Happy Elegance,1209,3739,4520451
133,133,Carpet Area,Resale,2024,Instant,4,4,Unfurnished,South,BHK,2,Apartment,Society Surat,700,2778,1944600
134,134,Carpet Area,Resale,2024,Instant,4,4,Furnished,East,BHK,2,Apartment,Salabatura Surat,750,3182,2386500
135,135,Carpet Area,Resale,2024,Instant,7,10,Unfurnished,East,BHK,2,Apartment,Ravi Darshan Apartment,750,3889,2916750
136,136,Carpet Area,New Property,2024,Instant,0,1,Unfurnished,East,BHK,1,House,Kamrej Surat,475,4159,1975525
137,137,Carpet Area,Resale,2024,Instant,0,4,Unfurnished,North,BHK,2,Apartment,Akshar enterprise intercity complex Dumbhal Surat,500,2667,1333500
138,138,Super Area,New Property,2024,Instant,5,13,Unfurnished,East,BHK,2,Apartment,Shrungal Palace,1236,3948,4879728
139,139,Super Area,Resale,2024,Instant,4,5,Semi-Furnished,East,BHK,2,Apartment,Swayam Residency Surat,1200,3500,4200000
140,140,Super Area,Resale,2024,Instant,5,5,Semi-Furnished,East,BHK,2,Apartment,Nest Buildcon Rhythm Residency and Plaza,1013,2566,2599358
141,141,Carpet Area,Resale,2024,Instant,1,2,Unfurnished,South,BHK,3,House,Astoria Greens Surat,1600,5181,8289600
142,142,Carpet Area,Resale,2024,Instant,9,10,Unfurnished,East,BHK,2,Apartment,Bhatar Surat,1066,3752,3999632
143,143,Super Area,Resale,2024,Instant,4,5,Semi-Furnished,North,BHK,1,Apartment,Nova Residency,740,2973,2200020
144,144,Carpet Area,Resale,2024,Instant,4,10,Unfurnished,West,BHK,2,Apartment,Anand Mahal Road Surat,970,2667,2586990
145,145,Carpet Area,Resale,2024,Instant,3,5,Unfurnished,East,BHK,2,Apartment,Swapna Srusthi Residency Plots,850,2731,2321350
146,146,Carpet Area,Resale,2024,Instant,3,3,Semi-Furnished,East,BHK,2,House,Parvat Patiya Surat,1000,2667,2667000
147,147,Carpet Area,Resale,2024,Instant,1,3,Unfurnished,North,BHK,1,Apartment,indrajit Apartment near Milk Palace Surat,530,2714,1438420
148,148,Super Area,New Property,2024,Instant,0,1,Unfurnished,South,BHK,1,House,Velanja Surat,432,3009,1299888
149,149,Super Area,Resale,2024,Instant,4,4,Unfurnished,East,BHK,2,Apartment,Katar Gam Surat,570,4423,2521110
150,150,Super Area,Resale,2024,Instant,5,7,Unfurnished,South,BHK,3,Apartment,Pragati Nagar,1355,3100,4200500
151,151,Super Area,Resale,2024,Instant,5,5,Semi-Furnished,North,BHK,2,Apartment,Adajan Surat,1084,3090,3349560
152,152,Carpet Area,Resale,2024,Instant,14,14,Unfurnished,East,BHK,2,Apartment,Santvan Skyon,1173,4007,4700211
153,153,Super Area,Resale,2024,Instant,2,5,Semi-Furnished,East,BHK,2,Apartment,Shagun Residency,1228,2850,3499800
154,154,Carpet Area,Resale,2024,Instant,11,13,Unfurnished,North,BHK,2,Apartment,Jahangir Pura Surat,485,3333,1616505
155,155,Carpet Area,Resale,2024,Instant,4,8,Furnished,East,BHK,2,Apartment,Adajan Surat,1147,3333,3822951
156,156,Carpet Area,Resale,2024,Instant,3,4,Semi-Furnished,West,BHK,2,Apartment,Piplod Surat,650,4000,2600000
157,157,Carpet Area,Resale,2024,Instant,3,4,Unfurnished,West,BHK,2,Apartment,Katargam Surat,500,2500,1250000
158,158,Super Area,Resale,2024,Instant,0,1,Unfurnished,West,BHK,2,House,Kim Surat,900,1167,1050300
159,159,Carpet Area,New Property,2024,Instant,3,3,Semi-Furnished,East,BHK,1,Apartment,Nanpura Surat,625,2857,1785625
160,160,Carpet Area,New Property,2024,Instant,0,13,Semi-Furnished,East,BHK,3,Apartment,Muktanand Nagar Surat,900,2909,2618100
161,161,Super Area,Resale,2024,Instant,4,4,Unfurnished,East,BHK,2,Apartment,Adajan Surat,960,2708,2599680
162,162,Carpet Area,New Property,2024,Instant,0,1,Unfurnished,East,BHK,3,House,Kamrej Surat,315,11111,3499965
163,163,Super Area,Resale,2024,Instant,3,4,Unfurnished,North,BHK,1,Builder Floor,Jolva Surat,555,1532,850260
164,164,Carpet Area,Resale,2024,Instant,8,14,Unfurnished,East,BHK,2,Apartment,Jahangirabad Surat,486,2533,1231038
165,165,Carpet Area,New Property,2024,October,8,10,Unfurnished,West,BHK,3,Apartment,Dindoli Surat,760,2878,2187280
166,166,Super Area,New Property,2026,January,7,14,Unfurnished,East,BHK,2,Apartment,Anand Aspire,1280,3411,4366080
167,167,Super Area,New Property,2024,Instant,5,14,Unfurnished,East,BHK,2,Apartment,Orchid Gardenia,1185,3784,4484040
168,168,Super Area,Resale,2026,May,7,14,Unfurnished,East,BHK,3,Apartment,Godadara Surat,1735,2854,4951690
169,169,Carpet Area,New Property,2025,December,5,14,Unfurnished,East,BHK,1,Apartment,Palanpur Surat,424,3507,1486968
170,170,Carpet Area,New Property,2026,December,6,12,Unfurnished,East,BHK,2,Apartment,Jahangirabad Surat,734,3371,2474314
171,171,Super Area,New Property,2024,October,4,7,Unfurnished,North,BHK,1,Apartment,Dindoli Surat,810,2444,1979640
172,172,Super Area,New Property,2024,Instant,0,1,Unfurnished,East,BHK,2,House,Palsana Surat,648,3009,1949832
173,173,Carpet Area,Resale,2024,Instant,4,5,Unfurnished,East,BHK,3,Apartment,Jahangirabad Surat,1150,2750,3162500
174,174,Super Area,New Property,2024,December,9,14,Unfurnished,South,BHK,2,Apartment,Althan Surat,1248,4006,4999488
175,175,Super Area,Resale,2024,Instant,1,5,Unfurnished,South,BHK,1,Apartment,Vesu Surat,750,2881,2160750
176,176,Super Area,New Property,2024,Instant,5,12,Unfurnished,East,BHK,2,Apartment,Althan Surat,1168,3682,4300576
177,177,Super Area,New Property,2024,Instant,5,14,Unfurnished,South,BHK,2,Apartment,Surat Surat,1305,3678,4799790
178,178,Carpet Area,Resale,2024,Instant,5,5,Unfurnished,East,BHK,2,Apartment,Jahangirabad Surat,850,3750,3187500
179,179,Carpet Area,New Property,2024,July,7,14,Unfurnished,East,BHK,2,Apartment,Godadara Surat,688,3600,2476800
180,180,Super Area,Resale,2024,Instant,3,5,Semi-Furnished,North,BHK,2,Apartment,Palanpur Surat,1191,2847,3390777
181,181,Super Area,Resale,2024,July,4,19,Unfurnished,East,BHK,2,Apartment,Shiv Samarth 1,1127,3949,4450523
182,182,Super Area,Resale,2024,Instant,10,13,Unfurnished,South,BHK,2,Apartment,Nakshatra Solitaire,1203,3534,4251402
183,183,Carpet Area,New Property,2024,Instant,7,14,Unfurnished,East,BHK,2,Apartment,Palanpur Surat,1233,3350,4130550
184,184,Carpet Area,New Property,2024,Instant,9,14,Unfurnished,North,BHK,2,Apartment,Palanpur Surat,700,3692,2584400
185,185,Super Area,Resale,2024,Instant,3,5,Unfurnished,East,BHK,2,Apartment,Agam residensy Surat,1200,4167,5000400
186,186,Carpet Area,Resale,2024,Instant,5,5,Unfurnished,East,BHK,2,Apartment,Palanpur Surat,1075,4465,4799875
187,187,Super Area,Resale,2024,Instant,2,12,Furnished,East,BHK,2,Apartment,Palanpur Surat,1175,3574,4199450
188,188,Carpet Area,Resale,2024,Instant,9,14,Semi-Furnished,East,BHK,2,Apartment,Palanpur Gam Surat,750,3732,2799000
189,189,Super Area,Resale,2024,Instant,5,13,Unfurnished,South,BHK,2,Apartment,Pal Surat,1100,2909,3199900
190,190,Super Area,Resale,2024,Instant,3,7,Unfurnished,South,BHK,2,Apartment,Adajan Surat,1100,3455,3800500
191,191,Carpet Area,Resale,2024,Instant,10,13,Furnished,East,BHK,3,Apartment,Jahangirabad Surat,950,2069,1965550
192,192,Carpet Area,Resale,2024,Instant,3,4,Semi-Furnished,South,BHK,2,Builder Floor,Katar Gam Surat,925,2256,2086800
193,193,Carpet Area,Resale,2024,Instant,4,5,Semi-Furnished,East,BHK,2,Apartment,Vaishnodevi Residency,700,3182,2227400
194,194,Carpet Area,Resale,2024,Instant,1,1,Unfurnished,East,BHK,3,House,Dandi Road Surat,600,3542,2125200
195,195,Super Area,Resale,2024,Instant,0,4,Furnished,East,BHK,2,Apartment,Udhna Surat,1100,2636,2899600
196,196,Carpet Area,Resale,2024,Instant,2,5,Unfurnished,South,BHK,2,Apartment,Pal Gam Surat,1050,3502,3677100
197,197,Super Area,Resale,2024,Instant,4,7,Unfurnished,East,BHK,2,Apartment,Govindji Park,1200,3750,4500000
198,198,Super Area,New Property,2024,Instant,6,13,Unfurnished,East,BHK,3,Apartment,Penttagon,1384,3512,4860608
199,199,Carpet Area,Resale,2024,Instant,5,13,Semi-Furnished,South,BHK,1,Apartment,Orchid Infinity,400,3615,1446000
200,200,Super Area,Resale,2024,Instant,6,13,Unfurnished,East,BHK,2,Apartment,Swicon Wings,1320,3561,4700520
201,201,Carpet Area,Resale,2024,Instant,1,2,Unfurnished,North,BHK,4,House,Udhana Surat,1080,3796,4099680
202,202,Carpet Area,New Property,2024,Instant,8,8,Unfurnished,East,BHK,2,Apartment,Dindoli Surat,659,2641,1740419
203,203,Carpet Area,New Property,2024,Instant,5,14,Unfurnished,East,BHK,2,Apartment,Griva Shivalik Residency,642,3895,2500590
204,204,Super Area,New Property,2025,July,6,14,Unfurnished,East,BHK,2,Apartment,Siddhi Vinayak Elements,1278,3861,4934358
205,205,Super Area,New Property,2025,May,7,14,Unfurnished,South,BHK,2,Apartment,Anand Aspire,1265,3411,4314915
206,206,Super Area,New Property,2024,Instant,5,14,Unfurnished,East,BHK,2,Apartment,Orchid Gardenia,1251,3800,4753800
207,207,Super Area,Resale,2026,May,5,14,Unfurnished,East,BHK,2,Apartment,Godadara Surat,1275,2863,3650325
208,208,Carpet Area,New Property,2026,June,5,14,Unfurnished,East,BHK,2,Apartment,Vanakala Surat,660,3083,2034780
209,209,Super Area,New Property,2024,Instant,0,1,Unfurnished,West,BHK,3,House,Palsana Surat,864,3125,2700000
210,210,Carpet Area,New Property,2024,Instant,8,13,Unfurnished,East,BHK,1,Apartment,Palan Pur Patiya Surat,425,3659,1555075
211,211,Super Area,New Property,2024,December,5,14,Unfurnished,South,BHK,2,Apartment,Althan Surat,1241,3651,4530891
212,212,Super Area,Resale,2024,Instant,5,15,Unfurnished,South,BHK,2,Apartment,Swagat Clifton,1252,3514,4399528
213,213,Super Area,Resale,2024,Instant,5,13,Furnished,East,BHK,2,Apartment,Shubham Residency,1300,3846,4999800
214,214,Super Area,New Property,2024,Instant,7,12,Unfurnished,East,BHK,2,Apartment,Swagat Clifton,1252,3994,5000488
215,215,Super Area,New Property,2024,Instant,5,13,Unfurnished,East,BHK,2,Apartment,Jahangirabad Surat,1205,2851,3435455
216,216,Carpet Area,New Property,2024,Instant,7,13,Unfurnished,South,BHK,2,Apartment,Shree Krishna Dreams,723,3451,2495073
217,217,Super Area,Resale,2024,Instant,2,5,Semi-Furnished,North,BHK,2,Apartment,Crystal Avenue,1245,2811,3499695
218,218,Carpet Area,Resale,2024,Instant,0,1,Unfurnished,East,BHK,2,House,Masma Village Surat,1200,2412,2894400
219,219,Super Area,Resale,2024,July,15,19,Unfurnished,East,BHK,2,Apartment,Shiv Samarth 1,1127,3914,4411078
220,220,Super Area,Resale,2024,Instant,5,13,Furnished,East,BHK,2,Apartment,Narayan Coral Heights,1246,4013,5000198
221,221,Super Area,Resale,2024,Instant,1,5,Unfurnished,South,BHK,2,Apartment,Pal Surat,1140,3684,4199760
222,222,Carpet Area,Resale,2024,Instant,5,12,Unfurnished,North,BHK,2,Apartment,Pal Surat,800,3435,2748000
223,223,Carpet Area,Resale,2024,Instant,6,14,Unfurnished,East,BHK,2,Apartment,Green Paradise,675,3759,2537325
224,224,Super Area,Resale,2024,Instant,6,12,Unfurnished,East,BHK,1,Apartment,Palanpur Surat,750,3333,2499750
225,225,Carpet Area,Resale,2024,Instant,6,10,Furnished,East,BHK,2,Apartment,Pal Surat,780,3837,2992860
226,226,Super Area,New Property,2025,March,8,14,Unfurnished,North,BHK,2,Apartment,Jahangir Pura Surat,1200,3000,3600000
227,227,Super Area,Resale,2024,Instant,3,4,Unfurnished,North,BHK,2,Apartment,Minaxi Wadi Surat,925,2378,2199650
228,228,Super Area,Resale,2024,Instant,8,13,Unfurnished,North,BHK,3,Apartment,Green City,1505,3189,4799445
229,229,Carpet Area,Resale,2024,Instant,3,5,Semi-Furnished,South,BHK,2,Apartment,Adajan Surat,1150,3477,3998550
230,230,Super Area,Resale,2024,Instant,5,13,Semi-Furnished,South,BHK,1,Apartment,Omkar Residency,750,3067,2300250
231,231,Carpet Area,New Property,2024,Instant,8,8,Unfurnished,East,BHK,2,Apartment,Dindoli Surat,688,2700,1857600
232,232,Super Area,New Property,2025,September,6,14,Unfurnished,East,BHK,2,Apartment,Orchid Gardenia,1215,3991,4849065
233,233,Super Area,New Property,2024,Instant,6,14,Unfurnished,East,BHK,2,Apartment,Orchid Fantasia,1250,3535,4418750
234,234,Carpet Area,New Property,2024,Instant,3,14,Unfurnished,West,BHK,2,Apartment,Palanpur Surat,725,3751,2719475
235,235,Carpet Area,New Property,2026,May,5,14,Unfurnished,East,BHK,3,Apartment,Vanakala Surat,852,3206,2731512
236,236,Super Area,New Property,2025,January,4,11,Unfurnished,East,BHK,2,Apartment,Dindoli Surat,1170,2691,3148470
237,237,Super Area,New Property,2024,Instant,0,1,Unfurnished,East,BHK,1,House,Palsana Surat,450,2889,1300050
238,238,Carpet Area,New Property,2024,Instant,14,14,Unfurnished,East,BHK,1,Apartment,Jahangirabad Surat,421,3846,1619166
239,239,Super Area,New Property,2026,April,7,14,Unfurnished,South,BHK,2,Apartment,Jahangirabad Surat,1280,3251,4161280
240,240,Super Area,New Property,2024,Instant,9,14,Unfurnished,South,BHK,2,Apartment,Swagat Callista,1240,3629,4499960
241,241,Super Area,Resale,2024,Instant,4,6,Unfurnished,East,BHK,2,Apartment,Palanpur Surat,1050,3143,3300150
242,242,Super Area,Resale,2024,Instant,7,13,Semi-Furnished,North,BHK,2,Apartment,Times Galaxy,1155,3290,3799950
243,243,Carpet Area,Resale,2024,Instant,9,12,Unfurnished,East,BHK,2,Apartment,Chanchal Rang Raag Residency,865,2646,2288790
244,244,Super Area,New Property,2024,November,7,19,Unfurnished,East,BHK,2,Apartment,Pal Surat,1127,4000,4508000
245,245,Carpet Area,Resale,2024,Instant,8,13,Unfurnished,East,BHK,2,Apartment,Jahangirabad Surat,707,3616,2556512
246,246,Carpet Area,Resale,2024,Instant,7,13,Furnished,East,BHK,1,Apartment,Orchid Infinity,400,4000,1600000
247,247,Carpet Area,New Property,2024,Instant,0,2,Unfurnished,East,BHK,3,House,Narthan Surat,1500,2947,4420500
